#Table1
u,g,r,i,z,redshift
18.57545,17.69762,17.42867,17.19116,17.09629,0.04373935
18.69638,17.5135,17.03326,16.73913,16.56244,0.04374476
18.22859,16.2122,15.3414,14.91876,14.58739,0.04526117
19.33632,17.8272,17.1501,16.77264,16.48867,0.04390857
17.85039,16.6628,16.14396,15.81526,15.60259,0.04454955
19.19406,17.34206,16.40317,15.97786,15.63373,0.0882312
19.27164,17.72126,16.88318,16.38929,16.03131,0.06718142
17.74793,15.88608,15.05266,14.65751,14.32657,0.04458822
19.45897,18.04253,17.38645,16.96939,16.61996,0.04568858
18.9539,17.22803,16.37891,15.94198,15.62841,0.08924252
16.92191,15.60744,14.99947,14.69341,14.42122,0.03345294
16.97307,15.19025,14.37664,14.0051,13.70255,0.03342812
17.54922,17.2918,17.41629,17.40473,17.77333,0.03379481
17.77079,15.86312,15.01649,14.64611,14.3371,0.06238078
18.06429,17.25112,17.04613,16.90485,16.76747,0.0315523
18.51187,16.52615,15.59085,15.17281,14.8194,0.06248555
17.36644,16.25931,15.84351,15.61374,15.42557,0.0314129
18.22671,16.97756,16.593,16.38558,16.25319,0.03297864
20.25442,18.41471,17.59089,17.21484,16.93203,0.06861174
18.74638,17.04935,16.29039,15.91345,15.61325,0.03283598
20.37759,18.38676,17.42898,16.98722,16.65281,0.08804104
18.8045,17.7086,17.20294,16.87753,16.72716,0.08364218
18.79669,17.38105,16.69164,16.24858,15.94342,0.07010274
19.33702,17.56258,16.63673,16.14473,15.7746,0.07164221
17.98663,15.87632,14.92589,14.46278,14.10313,0.07115293
19.08798,17.36529,16.47758,15.97513,15.57111,0.06261506
18.5949,17.46082,16.97948,16.5834,16.42196,0.08264837
18.73414,16.90474,16.07117,15.67008,15.35196,0.04546872
19.42243,17.50313,16.63027,16.22199,15.8865,0.07038519
19.3414,17.47451,16.53033,16.09792,15.76174,0.08454417
19.09695,17.44921,16.60582,16.11522,15.67483,0.0466034
18.70158,16.74288,15.82994,15.37876,15.05532,0.07095178
19.66035,17.59631,16.57293,16.03532,15.63723,0.07070462
18.53875,16.84373,15.984,15.49936,15.14181,0.06256464
19.06703,17.45259,16.65868,16.19909,15.87308,0.06404451
20.57728,18.62591,17.73591,17.32458,17.02225,0.07153392
19.40373,17.93342,17.12473,16.68318,16.37335,0.07240278
18.12925,16.18496,15.24689,14.81013,14.46099,0.07134143
20.55363,18.75934,17.85287,17.40393,17.03103,0.07146045
19.85908,18.06881,17.07064,16.54328,16.11822,0.07149646
18.27523,16.89069,16.28858,15.98551,15.82422,0.05605672
18.97211,17.60156,16.85036,16.44791,16.1522,0.07199551
19.06468,17.28218,16.4059,15.98734,15.6453,0.06544796
18.30882,16.32202,15.39021,14.95872,14.61368,0.06474207
19.19209,17.20153,16.28778,15.84801,15.51164,0.06533257
19.49773,17.68575,16.81181,16.39879,16.08268,0.07197936
19.69239,18.56699,17.9844,17.57481,17.30221,0.0723849
19.37014,17.30812,16.32046,15.85327,15.45707,0.07234825
19.29484,18.0897,17.59773,17.33928,17.18477,0.03219977
18.9308,17.30515,16.50671,16.0921,15.76624,0.06571065
19.40918,17.49172,16.47841,15.92742,15.47477,0.06440401
19.6287,17.88466,16.93319,16.37694,15.92822,0.06610333
19.3604,17.95081,17.21969,16.79641,16.48897,0.08118355
19.49289,17.53625,16.62719,16.21297,15.87341,0.08149279
18.42966,17.19581,16.55976,16.10894,15.84901,0.08200337
19.30299,17.77493,17.04451,16.61338,16.34374,0.08263596
19.754,18.03562,17.29328,16.93511,16.58503,0.08199852
19.24531,17.26264,16.30273,15.84089,15.47242,0.08142698
19.29832,18.14841,17.63687,17.29718,17.09953,0.06061528
18.21856,16.21752,15.25752,14.79818,14.42341,0.0813477
19.11273,17.50094,16.68041,16.22015,15.87364,0.05999361
19.13797,18.12006,17.73305,17.39803,17.23453,0.06573834
19.19925,17.1394,16.17405,15.72391,15.38856,0.08156775
18.46719,17.29699,16.90661,16.69312,16.58652,0.04696816
18.23147,16.3589,15.43368,14.97075,14.61904,0.08226771
19.57358,18.26352,17.65975,17.24594,17.02547,0.08175586
18.87831,16.94927,16.01656,15.55869,15.20735,0.08236722
18.51466,16.45491,15.44722,14.98618,14.6233,0.08110836
18.52887,17.24968,16.60101,16.23656,16.03752,0.08136459
19.23028,17.39219,16.50955,16.06018,15.72648,0.08126306
18.96332,17.22816,16.42087,16.0412,15.75345,0.06355137
20.14555,18.38707,17.56978,17.08842,16.77217,0.07673677
20.11562,18.45067,17.66511,17.28455,16.96981,0.07709999
19.55186,18.10525,17.34956,16.91208,16.56796,0.07682706
19.70096,18.04263,17.11571,16.58414,16.17716,0.04987356
19.25036,17.94726,17.39678,17.05715,16.84261,0.07280634
18.49099,16.50152,15.57606,15.14119,14.76745,0.07685871
19.64475,18.06421,17.28746,16.86839,16.56659,0.07237988
19.2841,17.86736,17.18202,16.78048,16.50713,0.07632522
18.80065,16.74869,15.7952,15.35613,15.00455,0.07587268
18.21847,16.72367,16.05707,15.68305,15.39797,0.03936305
17.34568,15.70966,14.96397,14.51571,14.18295,0.04037981
18.74168,16.9299,16.08313,15.62422,15.2639,0.03976493
16.51262,14.9006,14.14002,13.76013,13.4357,0.04061377
16.5248,14.57077,13.71999,13.29917,13.00643,0.03866832
19.41584,17.68332,16.961,16.61206,16.31209,0.03917246
19.65713,18.23271,17.59194,17.23111,16.95052,0.04103274
20.60998,18.87453,17.92141,17.33747,16.98074,0.07625458
18.55485,17.44118,16.99093,16.70978,16.53296,0.05177204
18.84376,16.98586,16.06921,15.6477,15.33254,0.07797883
18.62153,16.72229,15.82913,15.41679,15.06824,0.07795306
20.33328,18.38942,17.53555,17.1328,16.82225,0.07653059
18.18241,16.92507,16.32427,16.00392,15.80156,0.06217614
19.00444,17.35367,16.45926,16.00018,15.64886,0.07756986
18.89793,17.94164,17.63451,17.39075,17.24741,0.04665807
20.26088,18.46253,17.55094,17.06362,16.70161,0.04755105
18.41902,17.25662,16.81116,16.52946,16.3388,0.06520312
18.65273,16.67061,15.79094,15.38455,15.10817,0.07850849
18.06393,16.77441,16.16535,15.74095,15.51894,0.07802294
18.53767,17.43941,17.01981,16.7081,16.5709,0.07714342
19.36793,18.14794,17.6286,17.29507,17.13655,0.0863431
18.20378,17.02874,16.40135,16.04627,15.82339,0.07580867
19.63119,18.20543,17.43075,17.00519,16.7327,0.0621082
19.181,17.7777,17.08691,16.71522,16.48646,0.08554301
19.08097,16.97867,16.03858,15.60562,15.27561,0.0855497
20.17455,18.26059,17.33429,16.90304,16.56883,0.08657988
19.09122,17.06855,16.1232,15.71519,15.34071,0.0816094
21.02401,18.31887,17.36151,16.89105,16.45197,0.08141252
20.02348,18.2029,17.28378,16.90218,16.54949,0.08490854
18.82449,17.62333,17.07194,16.65649,16.47506,0.07837124
19.08102,17.19181,16.25916,15.74998,15.39484,0.07826652
19.4606,17.4721,16.52113,16.09818,15.77304,0.08188177
18.73893,17.38164,16.92867,16.67173,16.53837,0.07788906
19.5784,17.73265,16.80783,16.38387,16.05951,0.08857077
20.16185,18.33234,17.45091,17.05844,16.72889,0.07846593
18.50531,17.37461,16.94214,16.65069,16.51243,0.07864346
18.48977,17.62522,17.36849,17.0645,17.02199,0.07928158
19.07964,17.76399,17.09437,16.64935,16.39651,0.07454741
19.86812,19.08272,18.87437,18.50576,18.57782,0.07522497
19.57854,17.61358,16.68077,16.24929,15.90455,0.07312543
19.2129,18.06585,17.65564,17.40532,17.32447,0.0737922
20.30025,18.4168,17.27173,16.71784,16.27625,0.08228358
19.29086,17.39569,16.46533,16.02363,15.70649,0.0820732
18.86882,17.75835,17.2591,16.93562,16.77144,0.07372
19.02388,17.92304,17.43533,17.10527,16.88025,0.07851025
19.45856,18.28458,17.66055,17.22765,17.06343,0.08252453
19.1594,17.68291,17.0976,16.75736,16.54517,0.07778231
18.71611,17.49073,16.91011,16.59588,16.44088,0.07014372
19.83139,18.05899,17.31088,17.01107,16.74651,0.06382933
18.97521,17.56391,16.9397,16.58945,16.33335,0.0775865
18.65444,17.2154,16.46925,16.07502,15.79765,0.08921196
18.18852,17.40483,17.06995,16.76363,16.63358,0.04817573
19.35449,17.84815,17.04152,16.57514,16.16349,0.03362488
18.87062,17.59612,17.11245,16.83899,16.70908,0.04169106
19.44993,18.28325,17.77258,17.45216,17.23547,0.03375179
18.37217,16.48591,15.64821,15.25808,14.94688,0.04197877
18.73206,17.52809,16.91648,16.54232,16.32265,0.06295883
19.4412,17.76853,16.88474,16.38375,16.0994,0.07447392
20.03043,18.1916,17.36327,16.91872,16.63517,0.07280567
20.382,18.591,17.69486,17.27558,16.93799,0.07415359
19.12603,17.73833,17.00403,16.59061,16.2963,0.07709728
18.6582,17.62311,16.99474,16.58331,16.36042,0.08331353
17.95667,16.47586,15.6539,15.22507,14.90759,0.07883865
19.78954,18.26017,17.44264,17.01458,16.66728,0.0774665
17.84363,15.9977,15.18216,14.7825,14.47518,0.03120707
19.14407,17.68428,16.91039,16.46296,16.17585,0.07606616
19.37483,17.81233,17.03795,16.68407,16.44121,0.0803652
17.82951,15.90091,15.02515,14.61881,14.30353,0.04634102
19.23697,17.99606,17.38782,17.02604,16.80023,0.07963566
19.96297,18.27413,17.47099,17.1068,16.83284,0.04665362
19.01626,17.29225,16.39111,15.8884,15.56373,0.08001694
19.21335,17.47742,16.67264,16.31073,16.03951,0.04631159
19.62117,18.20921,17.55383,17.18318,16.90981,0.06984496
19.22851,17.34568,16.4668,16.05498,15.74656,0.08122782
18.60776,17.39302,17.0199,16.72737,16.63656,0.08006509
18.2708,17.1095,16.56536,16.19727,16.02391,0.08134592
18.52794,17.1233,16.45157,16.05918,15.80051,0.08055256
19.71779,18.0676,17.16171,16.72647,16.40127,0.08257712
20.02712,18.22587,17.44646,17.11136,16.85075,0.08073365
19.61319,17.51608,16.36934,15.79651,15.3341,0.08137088
18.82593,16.83159,15.84141,15.39616,15.03901,0.08194392
20.22962,18.39505,17.52277,17.13696,16.88017,0.08220042
17.87279,15.85721,14.88278,14.45506,14.12377,0.08169575
18.64672,16.69919,15.75478,15.32308,14.99049,0.08132678
20.09303,18.21526,17.33216,16.93843,16.6128,0.08339605
20.13961,18.22574,17.30108,16.90117,16.59886,0.08182372
16.71803,15.21995,14.5131,14.12653,13.82457,0.04072757
18.79918,17.33649,16.55945,16.1546,15.83622,0.06858364
18.78386,17.0671,16.31602,15.97774,15.70776,0.06795209
18.2017,16.64497,15.89967,15.47632,15.1808,0.06784864
19.62594,17.78475,16.8967,16.47626,16.15451,0.06813954
19.78864,17.96264,17.05728,16.60444,16.25002,0.08285747
19.3525,17.59422,16.78181,16.38973,16.08504,0.08152773
19.48671,17.6647,16.77788,16.32127,15.99702,0.08195776
18.75457,17.40467,16.73415,16.34327,16.09361,0.08174192
19.23265,17.51851,16.61707,16.11955,15.71639,0.08172844
19.40677,17.93014,17.37065,17.00905,16.81748,0.0814271
18.43862,16.48121,15.52147,15.094,14.77117,0.0808653
18.58907,16.87381,16.04524,15.5977,15.26454,0.05341033
17.82971,16.62222,16.08515,15.74648,15.55271,0.0628629
19.7129,17.7992,17.02406,16.54456,16.20856,0.07200517
18.89292,17.65812,17.20393,16.92971,16.75177,0.07987984
19.30013,17.95406,17.4284,17.09167,16.88954,0.07302982
18.54628,17.47075,16.91648,16.55429,16.32212,0.07992817
19.67674,17.90781,16.97205,16.52209,16.18714,0.08066299
19.81393,17.82375,16.8984,16.44329,16.06221,0.07978579
19.6134,18.0337,17.26551,16.84254,16.51696,0.08086114
20.2541,18.24633,17.32387,16.87125,16.49844,0.07985273
19.31485,17.14572,16.31859,15.81948,15.50232,0.07263571
20.22674,18.39837,17.43633,16.93494,16.53353,0.0791963
18.76296,17.56104,16.98935,16.62017,16.4086,0.08002665
18.77574,17.32437,16.58859,16.15187,15.83593,0.04818288
18.48686,16.90286,16.12362,15.68245,15.39315,0.07291679
19.6892,18.20602,17.45729,17.01998,16.6974,0.07313424
19.91555,18.13985,17.37256,17.00427,16.74417,0.07887641
18.18247,17.01214,16.57817,16.28713,16.16675,0.0750606
20.03807,18.23296,17.38575,17.00635,16.69284,0.08113871
20.08676,17.81793,17.03576,16.56672,16.21741,0.03493595
18.31516,17.21592,16.8202,16.54685,16.40635,0.04799633
18.95833,17.75971,17.17801,16.82306,16.56636,0.04751079
19.83622,18.01707,17.21071,16.80381,16.52302,0.07886983
18.87605,17.79356,17.41868,17.14468,16.97802,0.08201098
18.65778,16.88179,16.01636,15.61847,15.29774,0.08456848
19.85064,17.9917,17.09682,16.67765,16.35905,0.08450099
18.85396,17.03026,16.19562,15.81882,15.51778,0.0566537
19.43584,17.85337,16.96449,16.58497,16.26989,0.08607219
19.62693,17.72564,16.83254,16.42012,16.09066,0.08350293
19.87294,18.3911,17.61293,17.21438,16.91844,0.08319671
20.14783,17.89598,17.1181,16.60807,16.34863,0.08152754
18.59869,17.51499,17.10528,16.84547,16.71852,0.03639635
19.4437,17.99191,17.25352,16.81109,16.52613,0.08469289
19.22441,17.45563,16.61446,16.19415,15.89486,0.07736365
19.11364,18.041,17.58487,17.27283,17.1011,0.0788918
17.687,16.72397,16.36289,16.07803,15.91609,0.04746839
18.4079,16.53537,15.64638,15.22526,14.87123,0.07811885
19.87581,17.73713,16.75588,16.31668,15.94079,0.07954784
18.83546,16.91108,16.00124,15.5959,15.26353,0.07917995
18.51333,17.34428,16.81155,16.54236,16.36656,0.04713435
19.65459,17.98692,17.03418,16.52771,16.14231,0.08014985
20.25251,18.47296,17.58067,17.18414,16.87193,0.07864655
19.30289,17.37151,16.47107,16.05108,15.72561,0.08087714
19.07649,17.20761,16.29259,15.86973,15.54227,0.08468309
19.99168,18.33618,17.4944,17.06675,16.743,0.07512634
19.39065,17.65176,16.75798,16.34207,16.0142,0.07863982
19.81583,17.9617,17.02084,16.61535,16.29117,0.08497428
19.37811,18.3029,17.82498,17.47072,17.32318,0.07828867
18.80321,16.79603,15.80827,15.35166,14.98411,0.0853492
20.1108,18.31941,17.42599,17.02034,16.68588,0.07924719
18.9068,17.70425,17.16875,16.82837,16.66305,0.07935673
18.47747,17.22656,16.61307,16.27519,16.04522,0.07930622
18.88766,17.07635,16.31723,15.90679,15.62134,0.05981074
17.40627,16.21073,15.65025,15.22807,14.99598,0.0854767
19.53521,18.41511,17.83918,17.4134,17.21887,0.07663593
18.34448,17.39741,17.08713,16.86085,16.67511,0.0370101
19.19087,17.8896,17.30231,16.93553,16.6988,0.07603242
19.08642,17.77125,17.19883,16.89,16.69706,0.06879531
20.40373,18.3311,17.34269,16.85554,16.45097,0.0821771
19.42809,17.37947,16.36132,15.90979,15.49575,0.08959211
20.33311,18.27653,17.4403,17.02655,16.7052,0.05881766
20.28893,18.2167,17.15324,16.59993,16.10005,0.05917832
18.60326,16.62088,15.6153,15.14618,14.7364,0.05912349
19.18375,17.21457,16.24134,15.76005,15.36631,0.06110936
19.3818,17.97352,17.32616,16.92073,16.63794,0.06656201
20.04688,18.26585,17.27656,16.79194,16.41322,0.08215656
17.7297,16.14879,15.28829,14.81746,14.43755,0.05342876
19.54443,17.7124,16.78074,16.26324,15.85756,0.05899229
19.84463,18.49628,17.88558,17.51779,17.29707,0.06393895
20.12376,18.18218,17.18134,16.69082,16.28184,0.05360365
19.22548,17.95052,17.36156,16.95983,16.69903,0.05408304
18.99016,17.64862,17.12219,16.79989,16.55885,0.05896654
20.02825,18.80863,18.04716,17.66294,17.36183,0.08037037
19.13013,17.97926,17.37058,17.03565,16.83786,0.05784295
18.26793,16.70535,16.01615,15.65688,15.38852,0.05906865
19.74545,18.50701,17.99262,17.6604,17.44369,0.05919437
18.68734,16.92597,16.09057,15.68563,15.38142,0.08559856
19.56371,17.55616,16.56343,16.10718,15.74348,0.07716456
20.33143,18.71534,17.86104,17.38885,17.02109,0.07962976
19.37385,17.36899,16.48872,16.02413,15.6482,0.0591943
19.86032,18.50128,17.84136,17.44583,17.16295,0.05902692
19.03429,17.12211,16.34555,15.91689,15.55057,0.03775897
19.41619,17.6861,16.80611,16.33617,15.97974,0.08316392
18.67451,17.59382,17.2054,16.94112,16.75902,0.05240306
19.92297,18.49596,17.93882,17.62536,17.41179,0.05915448
19.25378,17.58243,16.73159,16.32041,15.96633,0.07509811
18.95385,17.74154,17.12692,16.73001,16.50172,0.08483575
19.44146,17.30027,16.25724,15.78444,15.39158,0.08244029
19.68222,18.21812,17.40307,16.96094,16.65985,0.0827243
19.0915,17.63082,16.79158,16.31558,15.95755,0.08377131
19.38717,17.29581,16.2774,15.80008,15.43845,0.08370721
18.28293,16.26441,15.2894,14.8078,14.43553,0.0852026
20.34314,18.16391,17.14831,16.67796,16.27711,0.08511697
20.18911,18.32763,17.29362,16.73854,16.32007,0.08312989
20.69955,18.65836,17.61077,17.08012,16.61882,0.08536412
20.22476,18.17088,17.1742,16.72925,16.33834,0.08392805
20.189,18.688,17.81327,17.35199,16.99288,0.08304245
20.31532,18.49504,17.50739,17.06358,16.68166,0.08353737
20.62565,18.21348,17.06945,16.49397,16.02544,0.08488199
18.26756,16.86964,16.15669,15.68056,15.41336,0.067113
19.55908,18.34693,17.92186,17.61973,17.47371,0.0656658
19.54343,18.33707,17.75723,17.41505,17.11081,0.0665663
20.35366,18.66429,17.67302,17.04585,16.6278,0.06597181
20.12603,18.55827,17.74539,17.28292,16.89822,0.06645406
19.41302,17.54671,16.53705,16.01203,15.60088,0.08210525
18.51221,17.28679,16.72118,16.30963,16.10042,0.08193211
19.68896,18.38853,17.8232,17.44608,17.2598,0.07832438
17.64816,15.80118,14.94779,14.5161,14.16835,0.0391009
20.13634,18.13535,17.2018,16.77465,16.43415,0.07857849
18.82273,17.36826,16.59454,16.16089,15.82779,0.07432002
19.61412,18.2929,17.7184,17.36296,17.12554,0.07917763
20.71243,18.78925,17.85279,17.42836,17.09069,0.07848268
18.77415,16.76576,15.75826,15.31208,14.92659,0.07815152
19.40676,18.10399,17.60947,17.3252,17.11411,0.03899118
18.55805,16.99019,16.21659,15.78961,15.46623,0.05460909
20.46066,19.37061,19.01207,18.5554,18.54176,0.07821105
18.53324,17.14495,16.43756,15.98697,15.65168,0.05484087
18.50242,16.56397,15.63329,15.17798,14.80977,0.03901537
18.21107,16.22706,15.2171,14.73966,14.36009,0.0795781
20.70255,18.71306,17.75637,17.30664,16.95218,0.08088809
20.07952,18.4221,17.51282,16.99195,16.6466,0.07964411
18.91121,18.0469,17.7265,17.40262,17.31053,0.07408878
19.47357,18.33725,17.78082,17.48674,17.30814,0.0302637
17.31161,16.11138,15.52603,15.13372,14.88223,0.05485537
18.85916,17.74335,17.35882,17.09494,16.88899,0.05451467
19.769,17.84888,16.8754,16.42586,16.06608,0.07765351
19.18845,17.24166,16.2173,15.7412,15.32559,0.08949441
19.1335,17.23656,16.3155,15.8938,15.55525,0.05475675
19.75093,17.588,16.59161,16.13087,15.77177,0.08816797
19.76733,17.88496,16.88975,16.36642,15.9451,0.0623307
19.20158,17.3145,16.36573,15.9176,15.57736,0.08744828
19.16929,17.38097,16.43713,15.94918,15.53603,0.05358974
19.10446,17.15544,16.26505,15.83949,15.49971,0.05602004
19.66632,17.56121,16.5694,16.12298,15.75542,0.08090824
17.14244,15.7559,15.09484,14.71546,14.46033,0.05189087
19.13146,18.01132,17.63724,17.43721,17.28967,0.05100233
17.69436,16.30057,15.78662,15.51907,15.30988,0.0512229
18.53976,16.99618,16.2407,15.83788,15.52384,0.05225229
18.96449,17.82441,17.23029,16.86816,16.60559,0.07715503
19.10285,17.86685,17.31058,17.01709,16.83024,0.0521849
19.54863,18.23831,17.74319,17.47661,17.28945,0.07225367
17.70338,16.16713,15.50224,15.15538,14.88309,0.03693151
18.89522,17.97783,17.67019,17.48362,17.32644,0.04052591
18.53877,17.51698,17.1811,16.9539,16.74122,0.0408754
18.75495,16.85549,15.9704,15.56013,15.24547,0.0706916
17.86473,15.96734,15.07679,14.64771,14.3172,0.05271267
19.3795,17.74016,16.8294,16.26976,15.88268,0.07597933
17.7555,16.40973,15.82983,15.48964,15.23287,0.07028908
19.65649,18.18065,17.40941,16.99911,16.63541,0.04828622
19.4537,18.14324,17.64854,17.31244,17.11666,0.0800101
19.97659,18.39961,17.65422,17.22641,16.89759,0.05497966
18.1791,17.06073,16.66725,16.38466,16.26083,0.06585138
22.0221,21.45646,20.76634,19.97689,19.42886,0.07038137
18.53189,16.57678,15.58397,15.13782,14.75954,0.08789991
19.78717,17.81663,16.86812,16.44524,16.091,0.08726668
19.11546,17.27174,16.42261,16.02557,15.7117,0.05756534
18.80853,17.75405,17.38834,17.12594,17.03663,0.05695716
23.18503,18.11876,17.33578,16.92814,16.79651,0.05679344
19.78945,18.09567,17.21481,16.80463,16.50696,0.08706135
18.96298,16.90107,15.93595,15.49207,15.14691,0.0878084
19.11405,17.50173,16.71393,16.27262,15.93844,0.05463232
20.07582,17.70708,16.76433,16.24544,15.8436,0.05593017
20.03534,18.16809,17.26365,16.83667,16.49897,0.07008598
19.95937,18.2822,17.44003,17.01604,16.7257,0.08738538
18.69227,17.84275,17.50698,17.05168,16.93092,0.07088886
19.69658,18.34898,17.87247,17.54658,17.32593,0.08751485
19.89237,17.84778,17.25718,16.87961,16.66024,0.07063306
18.95899,17.11984,16.22359,15.81005,15.50371,0.07181883
18.55752,17.36783,16.83123,16.47261,16.2723,0.05443797
19.4136,17.53762,16.64376,16.22078,15.91201,0.07259334
20.02984,18.28343,17.3345,16.88522,16.5162,0.08995414
19.70873,18.0503,17.32386,16.97878,16.69166,0.05119454
18.72706,17.22976,16.50619,16.09677,15.78692,0.07689177
18.43359,16.72827,16.17553,15.78778,15.55693,0.08979589
19.66372,18.24053,17.4442,16.96297,16.62309,0.08242688
20.06461,18.31819,17.4086,16.92505,16.61171,0.08674309
19.21737,17.27567,16.2802,15.81912,15.45234,0.08200945
18.80095,17.72064,17.31391,17.04188,16.89243,0.06209585
18.66414,17.44658,16.81999,16.42039,16.16154,0.08920299
19.2545,18.14839,17.69083,17.38672,17.22197,0.06142645
18.8263,17.38889,16.66092,16.26892,15.96016,0.07893074
19.61654,17.49977,16.44201,15.93839,15.53544,0.05018723
19.35755,18.15058,17.64702,17.31614,17.15069,0.06251025
18.04347,16.96119,16.48829,16.13741,15.97446,0.06259136
19.20431,18.12646,17.59981,17.238,17.00166,0.06265516
